,ScalingFactorS,LoadScalingFactor,electricEnergyKwh,naturalGasEnergyKwh,districtHeatingEnergyKwh,volumeFlowMainVentilatorM3H,PowerDemandMainVentilator,TemperatureBeforeMainVentilator,TemperatureAfterMainVentilator,volumeFlowRegenerationVentilatorM3H,PowerDemandRegenerationVentilator,TemperatureRegenerationHeater,HeatFlowRegenerationHeater,HeatFlowPreCooler/Heater-amb-1,TemperaturePreCooler-amb-1,HeatFlowPreCooler-3-4,TemperaturePreCooler-3-4,HeatFlowPreHeater-5-In,TemperaturePreHeater-5-In,FluidTemperatureInHeatRecoveryUnit,TemperatureInPurgeAir,DewPointTemperatureDryRoom,TemperatureDryRoom,DryRoomHeatLoad,DryRoomMoistureLoad,OutsideRelativeHumidity,OutsideTemperatureDegrees,Preheating,locationVariant
495,5.0,1.0,2072754.1,2205205.0,1369172.5,15.314584,38687.355,297.4355,298.06113,4.588,7326.131,397.73502,353618.44,32969.08,284.0641,-50.0,296.29727,166000.0,313.186,340.9377,310.69385,14.141528,304.53836,10118.75,0.0013888889,0.5741596937788136,12.290924250273504,3315.3813,CU-16
496,6.0,1.0,2484095.5,2611986.2,1675352.5,18.3775,46441.02,297.3816,298.00687,5.5056,8783.688,397.73505,421875.72,39578.53,284.09167,-60.0,296.6809,199200.0,313.15018,341.41165,310.97037,14.114369,304.4159,12142.5,0.0013888889,0.5741597095544885,12.290923920703733,3978.8777,CU-17
497,7.0,1.0,2897488.5,3004073.5,1982499.9,21.440416,54196.504,297.3441,297.9691,6.4232,10241.055,397.73502,490103.0,46185.06,284.10773,-70.0,296.98575,232400.0,313.1902,341.76233,311.21,14.094943,304.3298,14166.25,0.0013888889,0.5741596729277143,12.290924289050587,4642.555,CU-18
498,8.0,1.0,3310820.5,3384688.2,2289925.8,24.503334,61953.42,297.34903,298.02832,7.3408,11698.3,397.73502,558305.3,52791.543,284.1171,-80.0,297.23428,265600.0,313.2803,342.03247,311.40463,14.080369,304.3267,16190.0,0.0013888889,0.574159718986972,12.290923681171039,5306.468,CU-19
499,9.0,1.0,3723993.5,3756663.2,2597212.5,27.56625,69711.48,297.46265,298.1414,8.2584,13155.469,397.73502,626488.0,59397.78,284.12256,-90.0,297.44055,298800.0,313.2842,342.24695,311.5588,14.069019,304.46912,18213.75,0.0013888889,0.574159727900893,12.290923601544897,5970.5347,CU-20
500,0.5,2.0,210439.4,269573.2,43399.87,1.5314584,3930.6,298.954,299.58392,0.4588,735.9604,397.735,62989.24,3291.3586,283.38245,-5.0,294.02487,10990.564,315.46365,333.27368,309.79233,14.437236,307.2327,2023.75,0.00052457285,0.574159711764831,12.29092382751441,331.15097,CU-21
501,1.0,2.0,415567.66,519763.28,148035.28,3.0629168,7777.1064,298.56488,299.1937,0.9176,1461.6763,397.735,82288.01,6583.626,283.55942,-10.0,294.12756,27521.611,314.83105,337.4911,309.85284,14.439746,306.66653,4047.5,0.0010491457,0.5741597144926168,12.290923443142914,662.7639,CU-22
502,2.0,2.0,828585.7,1001800.8,407655.84,6.1258335,15497.554,298.14706,298.77493,1.8352,2898.9363,397.73502,156582.45,13165.597,283.797,-20.0,294.79813,64990.996,314.00388,339.0573,310.28397,14.384085,305.96466,8095.0,0.0013888889,0.574159718379621,12.290923484608314,1325.8223,CU-23
503,3.0,2.0,1242414.1,1456917.2,689527.94,9.18875,23206.773,297.96597,298.59167,2.7528,4331.344,397.73502,224851.84,19745.67,283.93576,-30.0,295.6359,99600.0,313.55133,339.22656,310.2174,14.2497425,305.4765,12142.5,0.0013888889,0.5741597191915441,12.290923550402688,1988.7571,CU-24
504,4.0,2.0,1655730.8,1880159.5,980442.0,12.251667,30935.521,297.85236,298.47708,3.6704,5762.242,397.735,290517.38,26329.4,284.01678,-40.0,296.26678,132800.0,313.3179,340.26334,310.376,14.182186,305.1998,16190.0,0.0013888889,0.5741597020131927,12.290924084795519,2651.8325,CU-25
505,5.0,2.0,2069350.8,2282263.2,1274192.0,15.314584,38665.89,297.7769,298.40103,4.588,7192.689,397.73502,353613.16,32931.113,284.0641,-50.0,296.81793,166000.0,313.18674,340.93875,310.63943,14.14153,305.02344,20237.5,0.0013888889,0.5741596958740004,12.290924113617821,3314.7568,CU-26
506,6.0,2.0,2482857.0,2669936.8,1568741.8,18.3775,46395.816,297.7837,298.46298,5.5056,8622.674,397.73502,421868.8,39525.02,284.09167,-60.0,297.24176,199200.0,313.15033,341.41248,310.91644,14.11437,305.0015,24285.0,0.0013888889,0.5741596972724429,12.290924272267086,3977.7092,CU-27
507,7.0,2.0,2898232.5,3047645.5,1863157.5,21.440416,54128.03,297.9565,298.6349,6.4232,10052.4795,397.73502,490094.66,46128.26,284.10773,-70.0,297.5812,232400.0,313.19034,341.76297,311.1518,14.094944,305.21442,28332.5,0.0013888889,0.5741596905760049,12.290923963303154,4640.5967,CU-28
508,8.0,2.0,3313354.2,3417989.0,2157065.5,24.503334,61876.695,298.10526,298.78293,7.3408,11482.144,397.73502,558298.0,52728.3,284.1171,-80.0,297.85968,265600.0,313.2805,342.0329,311.33966,14.08037,305.40128,32380.0,0.0013888889,0.5741597123366913,12.290923803769482,5303.9233,CU-29
509,9.0,2.0,3728161.5,3782187.8,2450344.5,27.56625,69629.664,298.23434,298.9114,8.2584,12911.699,397.73502,626481.8,59324.836,284.12256,-90.0,298.09207,298800.0,313.28442,342.24713,311.4867,14.06902,305.56558,36427.5,0.0013888889,0.5741597171998967,12.290923525785027,5966.917,CU-30
510,0.5,0.5,258129.95,185779.1,97776.95,1.5314584,3931.8423,296.0048,296.68066,0.4588,756.1007,397.73505,63079.008,3739.7944,283.15,-5.0,293.5193,16600.0,312.79327,333.15,309.8837,14.006448,303.95312,505.9375,0.00015902384,0.24610058291461237,21.79557614854335,224.2494,LV-1
511,1.0,0.5,511111.03,358518.03,244592.42,3.0629168,7780.803,295.52176,296.19562,0.9176,1504.6426,397.73502,87583.0,7485.784,283.15,-10.0,293.46964,33200.0,312.09927,337.98953,310.17603,14.009041,303.2577,1011.875,0.00031804768,0.2461005845659887,21.795575869082384,448.6822,LV-2
512,2.0,0.5,1017344.9,693557.3,573057.75,6.1258335,15467.677,294.937,295.6105,1.8352,2989.7327,397.73508,161659.55,14971.465,283.15,-20.0,293.4099,66400.0,311.3835,344.19287,310.34784,14.01034,302.424,2023.75,0.00063609536,0.24610057752929337,21.795576126242995,898.1032,LV-3
513,3.0,0.5,1517278.9,1024858.56,905889.1,9.18875,23182.652,294.58475,295.2584,2.7528,4470.749,397.73505,231213.5,22467.715,283.15,-30.0,293.3725,99600.0,311.0197,346.29895,310.40692,14.010778,301.92334,3035.625,0.000954143,0.24610057861179238,21.795576257499043,1348.0364,LV-4
514,4.0,0.5,2012334.6,1354972.1,1238203.8,12.251667,30912.252,294.33902,295.01288,3.6704,5950.51,397.73505,299421.6,29971.982,283.15,-40.0,293.3462,132800.0,310.75583,347.3928,310.5292,14.011,301.5745,4047.5,0.0012721907,0.2461005769724493,21.795576137633773,1798.2747,LV-5
515,5.0,0.5,2505594.5,1684518.4,1569791.5,15.314584,38646.023,294.1553,294.8294,4.588,7429.716,397.73505,367464.22,37481.566,283.15,-50.0,293.32748,166000.0,311.35516,348.08783,310.7021,14.011135,301.3138,5059.375,0.0013888889,0.24610057340835947,21.795575794151688,2248.6504,LV-6
516,6.0,0.5,2997697.2,2013019.4,1900998.0,18.3775,46382.918,294.01227,294.68652,5.5056,8908.635,397.73502,435742.66,45003.766,283.15,-60.0,293.31485,199200.0,310.95786,348.57193,310.8944,14.011222,301.11087,6071.25,0.0013888889,0.24610057343697386,21.79557610478407,2698.8125,LV-7
517,7.0,0.5,3491311.8,2339920.0,2232085.8,21.440416,54123.027,293.8977,294.5721,6.4232,10387.383,397.73502,504346.84,52526.15,283.15,-70.0,293.3071,232400.0,310.62814,349.10806,311.08276,14.011283,300.94843,7083.125,0.0013888889,0.24610056069994038,21.79557667693801,3149.5496,LV-8
518,8.0,0.5,3984635.5,2664800.0,2563166.8,24.503334,61865.336,293.80414,294.47867,7.3408,11866.023,397.73502,573253.06,60046.777,283.15,-80.0,293.3035,265600.0,310.49893,349.47058,311.25494,14.011338,300.8157,8095.0,0.0013888889,0.2461005752614806,21.795576654701325,3600.0352,LV-9
519,9.0,0.5,4477785.5,2987237.5,2894308.5,27.56625,69609.28,293.7264,294.40106,8.2584,13344.594,397.73502,642399.25,67578.336,283.15,-90.0,293.35068,298800.0,310.45764,349.7296,311.40854,14.011376,300.7055,9106.875,0.0013888889,0.24610057502735325,21.79557622075335,4050.6484,LV-10
520,0.5,1.0,257497.9,205504.31,85595.3,1.5314584,3932.1855,296.14822,296.82407,0.4588,746.8203,397.73502,63078.74,3741.469,283.15,-5.0,293.54196,16600.0,312.81516,336.74884,309.84106,14.040122,304.21298,1011.875,0.00031804768,0.24610058490535364,21.79557608885193,224.27917,LV-11
521,1.0,1.0,509831.62,396220.8,224445.97,3.0629168,7777.8726,295.66342,296.33728,0.9176,1484.803,397.73502,82735.55,7484.6294,283.15,-10.0,293.49683,33200.0,312.1207,340.56693,310.152,14.042705,303.5147,2023.75,0.00063609536,0.24610058911271965,21.795575846713618,448.72696,LV-12
522,2.0,1.0,1016309.56,765732.9,543359.0,6.1258335,15469.715,295.07648,295.75,1.8352,2947.7478,397.73502,152979.14,14973.63,283.15,-20.0,293.44528,66400.0,311.39838,344.49197,310.32568,14.043999,302.67767,4047.5,0.0012721907,0.24610058850272884,21.795575892172998,897.7503,LV-13
523,3.0,1.0,1518357.4,1130501.6,871296.06,9.18875,23171.213,294.72336,295.3971,2.7528,4406.314,397.73502,222321.61,22471.5,283.15,-30.0,293.4153,99600.0,311.03894,346.48087,310.36484,14.044435,302.17572,6071.25,0.0013888889,0.24610058304792704,21.795576176335093,1347.6013,LV-14
524,4.0,1.0,2015515.5,1490811.6,1199310.6,12.251667,30888.67,294.47757,295.15152,3.6704,5863.5103,397.73502,292032.7,29975.107,283.15,-40.0,293.39587,132800.0,310.777,347.705,310.4815,14.044655,301.8267,8095.0,0.0013888889,0.24610057537485627,21.795576284375738,1797.567,LV-15
525,5.0,1.0,2511107.5,1845106.1,1527351.5,15.314584,38618.176,294.29422,294.96838,4.588,7320.1074,397.73502,361961.44,37489.105,283.15,-50.0,293.38358,166000.0,311.36877,348.42624,310.65527,14.04479,301.56647,10118.75,0.0013888889,0.24610057937870036,21.79557619947274,2247.656,LV-16
526,6.0,1.0,3005686.5,2192696.8,1855388.5,18.3775,46351.066,294.15176,294.82608,5.5056,8776.387,397.73502,431942.78,45004.117,283.15,-60.0,293.37686,199200.0,310.9763,348.91714,310.84805,14.044876,301.36432,12142.5,0.0013888889,0.24610058228323378,21.795576020475412,2697.7812,LV-17
527,7.0,1.0,3501727.0,2534357.0,2183238.2,21.440416,54087.027,294.03796,294.71243,6.4232,10232.482,397.73502,501905.72,52526.383,283.15,-70.0,293.37466,232400.0,310.6481,349.27676,311.03607,14.044937,301.20288,14166.25,0.0013888889,0.24610057050325684,21.795576089209582,3148.0935,LV-18
528,8.0,1.0,3997440.8,2870377.8,2510951.2,24.503334,61825.184,293.9452,294.61978,7.3408,11688.458,397.73502,571835.7,60042.242,283.15,-80.0,293.3797,265600.0,310.51953,349.55286,311.20816,14.044992,301.0713,16190.0,0.0013888889,0.24610058483482808,21.795575869933902,3598.435,LV-19
529,9.0,1.0,4492885.5,3201397.2,2838453.5,27.56625,69565.12,293.86835,294.54306,8.2584,13144.36,397.73502,641735.06,67576.03,283.15,-90.0,293.4444,298800.0,310.47876,349.77084,311.35895,14.04503,300.96228,18213.75,0.0013888889,0.24610057498525909,21.79557643685689,4048.9077,LV-20
530,0.5,2.0,256490.58,228586.52,67423.68,1.5314584,3934.7585,296.43976,297.11557,0.4588,735.3421,397.735,63078.195,3743.5107,283.15,-5.0,293.58807,15504.972,312.85892,341.60254,309.82217,14.107276,304.73953,2023.75,0.00063609536,0.2461005794244952,21.795575862677985,224.29526,LV-21
531,1.0,2.0,507419.1,440218.9,192351.97,3.0629168,7778.739,295.95093,296.6249,0.9176,1460.3275,397.735,79170.72,7486.1616,283.15,-10.0,293.5524,33200.0,312.16354,345.7862,310.1174,14.1098385,304.03494,4047.5,0.0012721907,0.2461005789414682,21.795576108284614,448.79105,LV-22
532,2.0,2.0,1012227.56,847579.06,490147.97,6.1258335,15474.195,295.35983,296.0335,1.8352,2896.0266,397.73502,150547.66,14977.954,283.15,-20.0,293.51776,65799.586,311.4246,347.17706,310.2952,14.111121,303.19153,8095.0,0.0013888889,0.2461005909914245,21.795575735150422,897.80634,LV-23
533,3.0,2.0,1516324.0,1238685.1,805790.4,9.18875,23176.912,295.00485,295.67874,2.7528,4326.863,397.73502,221566.58,22477.008,283.15,-30.0,293.5032,99600.0,311.07745,346.68472,310.29767,14.111554,302.68668,12142.5,0.0013888889,0.24610057145982586,21.795576328536278,1346.8413,LV-24
534,4.0,2.0,2017395.8,1615127.1,1125281.6,12.251667,30884.805,294.7591,295.4332,3.6704,5756.2603,397.73502,292254.38,29980.527,283.15,-40.0,293.49805,132800.0,310.81934,347.75906,310.39792,14.111773,302.33755,16190.0,0.0013888889,0.24610057453179363,21.79557626825878,1796.5922,LV-25
535,5.0,2.0,2517328.5,1979474.0,1445404.4,15.314584,38600.645,294.5766,295.25092,4.588,7184.9956,397.73502,362707.16,37491.22,283.15,-50.0,293.499,166000.0,311.39645,348.44574,310.5683,14.111906,302.07843,20237.5,0.0013888889,0.2461005828936799,21.795576054627634,2246.2983,LV-26
536,6.0,2.0,3016255.8,2331579.0,1765384.0,18.3775,46320.406,294.4355,295.10995,5.5056,8613.373,397.73502,432929.6,45007.527,283.15,-60.0,293.50455,199200.0,311.01395,348.9256,310.76364,14.111992,301.8781,24285.0,0.0013888889,0.2461005786739869,21.795576181371054,2696.1985,LV-27
537,7.0,2.0,3516677.8,2671861.0,2085093.8,21.440416,54039.38,294.33658,295.0109,6.4232,10041.566,397.73502,502748.03,52522.945,283.15,-70.0,293.5208,232400.0,310.67813,349.2807,310.96335,14.094897,301.70822,28332.5,0.0013888889,0.2461005786854492,21.795576333462577,3146.1519,LV-28
538,8.0,2.0,4016606.8,3002500.2,2404208.8,24.503334,61761.84,294.2569,294.9311,7.3408,11469.618,397.73502,572515.94,60040.168,283.15,-80.0,293.54523,265600.0,310.54153,349.5541,311.14325,14.080329,301.571,32380.0,0.0013888889,0.2461005816462759,21.795576129179604,3595.9048,LV-29
539,9.0,2.0,4516184.0,3323705.8,2722852.5,27.56625,69504.24,294.19104,294.8652,8.2584,12897.587,397.73502,642251.9,67563.125,283.15,-90.0,293.65405,298800.0,310.49417,349.7712,311.29968,14.068984,301.45886,36427.5,0.0013888889,0.24610058136099083,21.795576243787742,4045.8926,LV-30
540,0.5,0.5,250361.23,232072.5,63230.73,1.5314584,3931.9548,297.28378,297.93204,0.4588,756.26245,397.73502,63069.61,8443.193,283.15,-5.0,293.74588,13631.466,314.1654,333.15,309.83432,14.017508,305.15085,505.9375,0.00025320944,0.7420458847457532,13.21063495089431,3544.1533,NY-1
541,1.0,0.5,495526.34,447489.66,183611.73,3.0629168,7772.912,296.86426,297.51135,0.9176,1504.5312,397.73502,89120.086,16887.422,283.15,-10.0,293.76114,31159.158,313.53082,336.72665,310.25244,14.020099,304.54324,1011.875,0.0005064189,0.7420458862707653,13.210635207499697,7088.741,NY-2
542,2.0,0.5,988077.44,865055.56,468916.75,6.1258335,15469.576,296.37225,297.01953,1.8352,2988.8547,397.73514,164305.98,33827.5,283.15,-20.0,293.82178,66400.0,312.80563,341.68686,310.3755,14.021397,303.83948,2023.75,0.0010128377,0.7420458782900506,13.210635031805696,14180.178,NY-3
543,3.0,0.5,1478416.4,1277879.8,767981.06,9.18875,23174.428,296.09024,296.7379,2.7528,4469.045,397.73505,236078.23,50810.85,283.15,-30.0,293.895,99600.0,312.5162,343.8965,310.2547,14.021835,303.4377,3035.625,0.0013888889,0.7420458856876444,13.21063500743268,21280.18,NY-4
544,4.0,0.5,1965547.8,1687809.2,1070285.6,12.251667,30916.088,295.90125,296.54922,3.6704,5947.947,397.73502,307431.56,67796.71,283.15,-40.0,294.08405,132800.0,312.31195,345.14636,310.3291,14.022057,303.16882,4047.5,0.0013888889,0.7420458871893119,13.210635073522953,28384.463,NY-5
545,5.0,0.5,2451956.0,2091827.8,1374302.4,15.314584,38672.79,295.7646,296.4128,4.588,7426.2876,397.73502,379138.72,84783.44,283.15,-50.0,294.2224,166000.0,312.20816,345.94632,310.51016,14.022192,302.97452,5059.375,0.0013888889,0.7420458812575313,13.210634962314455,35491.117,NY-6
546,6.0,0.5,2937823.8,2488289.5,1679299.5,18.3775,46440.715,295.66153,296.30994,5.5056,8904.326,397.73505,451284.06,101770.93,283.15,-60.0,294.32544,199200.0,312.14005,346.50806,310.71753,14.022279,302.82806,6071.25,0.0013888889,0.7420458898610683,13.210634928619212,42599.53,NY-7
547,7.0,0.5,3425559.2,2875752.0,1984962.6,21.440416,54217.637,295.5817,296.2303,6.4232,10382.204,397.73505,523768.12,118761.62,283.15,-70.0,294.4035,232400.0,312.09262,346.9236,310.9118,14.022339,302.71466,7083.125,0.0013888889,0.7420458880602608,13.210635052500194,49708.316,NY-8
548,8.0,0.5,3913160.0,3254685.2,2290924.2,24.503334,62001.04,295.51877,296.16748,7.3408,11859.942,397.73508,596478.9,135752.73,283.15,-80.0,294.4634,265600.0,312.05814,347.24396,311.08035,14.022394,302.62524,8095.0,0.0013888889,0.742045890929014,13.210634895111532,56816.805,NY-9
549,9.0,0.5,4400594.5,3626639.2,2596885.5,27.56625,69790.42,295.46844,296.11725,8.2584,13337.707,397.73502,669323.75,152744.05,283.15,-90.0,294.51,298800.0,312.03217,347.498,311.22064,14.022432,302.55377,9106.875,0.0013888889,0.7420458943090711,13.210634961338702,63925.387,NY-10
550,0.5,1.0,249463.45,255035.14,49558.227,1.5314584,3935.2065,297.42886,298.0772,0.4588,746.2378,397.73502,63069.266,8444.205,283.15,-5.0,293.76837,13152.714,314.19424,334.06726,309.8232,14.062192,305.43204,1011.875,0.0005064189,0.7420458797740616,13.210635054732297,3544.5002,NY-11
551,1.0,1.0,493061.12,491135.22,159998.4,3.0629168,7776.218,297.0076,297.65485,0.9176,1483.1079,397.73502,84357.2,16889.531,283.15,-10.0,293.78867,29800.148,313.5591,338.62656,310.24142,14.064771,304.82166,2023.75,0.0010128377,0.7420458919413235,13.21063500445691,7089.526,NY-12
552,2.0,1.0,983315.2,947314.0,431517.88,6.1258335,15475.643,296.51334,297.16077,1.8352,2943.4675,397.73502,157555.36,33795.062,283.15,-20.0,293.8583,66400.0,312.8337,341.89703,310.34625,14.066062,304.11447,4047.5,0.0013888889,0.7420458873729894,13.210635049505521,14180.419,NY-13
553,3.0,1.0,1473065.0,1387441.4,722215.94,9.18875,23178.629,296.23068,296.87848,2.7528,4399.4355,397.73502,230535.28,50766.094,283.15,-30.0,293.9619,99600.0,312.52612,343.9215,310.21027,14.066499,303.71164,6071.25,0.0013888889,0.742045886130415,13.210635105122734,21273.986,NY-14
554,4.0,1.0,1961029.5,1807334.0,1019639.8,12.251667,30921.139,296.04175,296.68988,3.6704,5853.9897,397.73502,303772.44,67742.93,283.15,-40.0,294.17923,132800.0,312.3399,345.1476,310.27792,14.066718,303.4428,8095.0,0.0013888889,0.7420458869796352,13.210634950799323,28373.963,NY-15
555,5.0,1.0,2448758.0,2210535.2,1319518.9,15.314584,38678.957,295.9056,296.554,4.588,7307.917,397.73502,377067.56,84722.57,283.15,-50.0,294.3369,166000.0,312.23608,345.9477,310.45978,14.066853,303.2492,10118.75,0.0013888889,0.7420458926096124,13.210634857140045,35476.043,NY-16
556,6.0,1.0,2936117.0,2601495.0,1620202.6,18.3775,46448.016,295.8033,296.45187,5.5056,8761.626,397.73502,450337.88,101697.9,283.15,-60.0,294.45563,199200.0,312.16794,346.50922,310.66595,14.066939,303.10376,12142.5,0.0013888889,0.7420458902028584,13.210634924727204,42579.543,NY-17
557,7.0,1.0,3425318.2,2983136.2,1921043.8,21.440416,54225.418,295.7244,296.3731,6.4232,10215.065,397.73502,523574.5,118680.4,283.15,-70.0,294.54678,232400.0,312.12054,346.92447,310.8599,14.066999,302.99164,14166.25,0.0013888889,0.7420458992073619,13.210634881667081,49684.29,NY-18
558,8.0,1.0,3914286.0,3356520.5,2221679.2,24.503334,62008.027,295.6624,296.31128,7.3408,11668.349,397.73502,596779.25,135660.12,283.15,-80.0,294.61765,265600.0,312.08603,347.2445,311.02628,14.067055,302.90356,16190.0,0.0013888889,0.7420458982617437,13.210634830742784,56788.094,NY-19
559,9.0,1.0,4403045.0,3722476.2,2522040.2,27.56625,69796.38,295.61313,296.2621,8.2584,13121.608,397.73502,669962.8,152649.16,283.15,-90.0,294.67365,298800.0,312.06006,347.4983,311.16602,14.067093,302.83356,18213.75,0.0013888889,0.7420458911680476,13.210634890110992,63894.51,NY-20
560,0.5,2.0,250013.98,279278.53,34216.836,1.5314584,3936.6472,297.72458,298.37317,0.4588,734.13934,397.73502,63068.574,8445.976,283.15,-5.0,293.81433,11884.751,314.25183,337.20242,309.7933,14.151219,306.00253,2023.75,0.0010128377,0.7420458982842837,13.210634781627808,3545.1482,NY-21
561,1.0,2.0,488441.75,537092.1,124173.17,3.0629168,7781.094,297.29898,297.94653,0.9176,1457.3304,397.735,84945.78,16893.016,283.15,-10.0,293.84512,27214.365,313.61566,341.80603,310.2227,14.153774,305.38553,4047.5,0.0013888889,0.7420458870246625,13.210635025993563,7090.6255,NY-22
562,2.0,2.0,977179.25,1018132.44,376889.47,6.1258335,15484.233,296.80063,297.44836,1.8352,2889.069,397.73502,163894.16,33787.91,283.15,-20.0,293.93372,62291.95,312.8898,342.55722,310.29993,14.155054,304.67206,8095.0,0.0013888889,0.7420458832378894,13.210635033492084,14182.537,NY-23
563,3.0,2.0,1468004.6,1455388.5,655900.94,9.18875,23185.674,296.51688,297.16504,2.7528,4315.772,397.73502,242377.33,50682.977,283.15,-30.0,294.08347,99600.0,312.5677,343.92212,310.12793,14.155485,304.2675,12142.5,0.0013888889,0.7420458860438693,13.210635175611785,21274.57,NY-24
564,4.0,2.0,1957789.1,1868891.4,941557.3,12.251667,30927.979,296.32837,296.9768,3.6704,5741.132,397.73502,317627.72,67648.69,283.15,-40.0,294.35248,132800.0,312.4655,345.14807,310.18423,14.155703,303.99908,16190.0,0.0013888889,0.7420458955987096,13.210634958763771,28367.812,NY-25
565,5.0,2.0,2447534.8,2264958.0,1229175.4,15.314584,38683.656,296.2016,296.85004,4.588,7165.7524,397.73502,386212.56,84607.76,283.15,-50.0,294.61197,166000.0,312.283,345.94775,310.37357,14.1415,303.79312,20237.5,0.0013888889,0.7420458905639913,13.210634878676107,35460.63,NY-26
566,6.0,2.0,2936741.5,2648684.5,1516874.8,18.3775,46450.273,296.11603,296.76416,5.5056,8590.03,397.73502,453268.56,101565.2,283.15,-60.0,294.85864,199200.0,312.1979,346.50912,310.595,14.114346,303.62592,24285.0,0.0013888889,0.7420458943527815,13.210634876786315,42555.93,NY-27
567,7.0,2.0,3427644.5,3022428.2,1804222.8,21.440416,54225.97,296.05048,296.69843,6.4232,10014.062,397.73502,524067.5,118525.6,283.15,-70.0,295.04712,232400.0,312.13843,346.92435,310.7985,14.094923,303.50024,28332.5,0.0013888889,0.7420458878236343,13.210634980585601,49656.4,NY-28
568,8.0,2.0,3918250.5,3387815.8,2091068.2,24.503334,62008.227,295.99957,296.6474,7.3408,11437.971,397.73502,597039.5,135492.36,283.15,-80.0,295.19614,265600.0,312.09485,347.24442,310.97055,14.080351,303.40353,32380.0,0.0013888889,0.7420458947530737,13.21063491235523,56754.57,NY-29
569,9.0,2.0,4408505.0,3746868.0,2377245.8,27.56625,69796.46,295.95966,296.60736,8.2584,12893.446,397.73502,669995.2,152458.23,283.15,-90.0,295.31662,298800.0,312.06183,347.4982,311.11142,14.069004,303.32785,36427.5,0.0013888889,0.7420458894706432,13.210634854847632,63854.746,NY-30
570,0.5,0.5,323851.1,206327.6,41560.703,1.5314584,3918.3213,298.55933,299.1628,0.4588,740.98785,397.73502,62985.38,2.1808305,283.94263,-5.0,293.96994,11867.001,315.24454,333.46017,309.88242,14.119051,306.08075,505.9375,0.00026394668,0.5107478110769046,26.324329148957457,0.0056525725,JP-1
571,1.0,0.5,642426.06,395687.78,144353.53,3.0629168,7749.552,298.18277,298.78577,0.9176,1472.8185,397.73502,74965.12,4.9491224,284.61194,-10.0,294.05325,28914.11,314.6243,339.76874,310.3187,14.121625,305.53333,1011.875,0.00052789337,0.5107477989357393,26.324329278920565,0.015676903,JP-2
572,2.0,0.5,1281962.2,760756.75,398477.6,6.1258335,15444.825,297.75824,298.36194,1.8352,2923.3467,397.73502,138501.1,10.856529,285.6428,-20.0,294.57812,66400.0,313.77542,344.66885,310.38095,14.122915,304.92484,2023.75,0.0010557867,0.5107478051996682,26.3243291462316,0.035588067,JP-3
573,3.0,0.5,1920201.5,1120813.4,669275.6,9.18875,23141.56,297.53125,298.13553,2.7528,4369.2935,397.73502,202738.42,17.073492,286.37268,-30.0,295.2229,99600.0,313.44537,346.6714,310.3199,14.12335,304.6009,3035.625,0.0013888889,0.5107478030251198,26.32432922537539,0.055505387,JP-4
574,4.0,0.5,2556238.8,1475595.0,945594.9,12.251667,30852.373,297.38892,297.99362,3.6704,5813.7026,397.73505,267218.4,23.372297,286.8887,-40.0,295.70084,132800.0,313.4577,347.84198,310.46097,14.12357,304.39813,4047.5,0.0013888889,0.510747804398406,26.324329195608012,0.07531538,JP-5
575,5.0,0.5,3192038.8,1822321.4,1224686.6,15.314584,38568.508,297.29266,297.89764,4.588,7257.278,397.73502,331628.3,29.68383,287.25275,-50.0,296.07016,166000.0,313.36215,348.603,310.72235,14.123705,304.2611,5059.375,0.0013888889,0.5107477989993436,26.324329245315184,0.09483092,JP-6
576,6.0,0.5,3827710.2,2157023.0,1505661.4,18.3775,46289.71,297.22998,297.83496,5.5056,8700.598,397.73502,395985.94,36.000862,287.50906,-60.0,296.39276,199200.0,313.9542,349.13712,310.99243,14.114392,304.15485,6071.25,0.0013888889,0.5107477956047498,26.3243293112747,0.114377856,JP-7
577,7.0,0.5,4465484.0,2479714.2,1787760.9,21.440416,54015.797,297.19122,297.796,6.4232,10143.793,397.73502,460313.9,42.316193,287.68915,-70.0,296.67957,232400.0,314.18762,349.5326,311.22964,14.094962,304.0671,7083.125,0.0013888889,0.5107478001093086,26.32432929505719,0.13378653,JP-8
578,8.0,0.5,5103276.5,2791970.2,2070369.5,24.503334,61746.566,297.16415,297.76874,7.3408,11586.918,397.73502,524488.25,48.633003,287.81586,-80.0,296.91248,265600.0,314.031,349.83676,311.42438,14.080386,304.00415,8095.0,0.0013888889,0.5107478014545226,26.324329254332447,0.15329406,JP-9
579,9.0,0.5,5741030.0,3094445.2,2353246.2,27.56625,69481.81,297.14563,297.75006,8.2584,13029.975,397.73502,588534.94,54.94881,287.90485,-90.0,297.10538,298800.0,314.0447,350.07822,311.58148,14.069035,303.95883,9106.875,0.0013888889,0.5107478001997913,26.324329264388656,0.17271404,JP-10
580,0.5,1.0,323495.1,231308.19,28520.312,1.5314584,3919.4683,298.6856,299.29123,0.4588,729.13617,397.735,62984.082,2.1800518,283.94263,-5.0,293.9848,10985.116,315.33588,338.5492,309.82553,14.264181,306.50598,1011.875,0.00052789337,0.5107478208064397,26.32432881067371,0.005645271,JP-11
581,1.0,1.0,639402.1,443227.25,119197.836,3.0629168,7750.473,298.30237,298.90735,0.9176,1447.5702,397.735,74603.0,4.9489546,284.61194,-10.0,294.07413,26321.127,314.7152,342.9478,310.2386,14.266728,305.94904,2023.75,0.0010557867,0.5107477987168451,26.324329196534908,0.015685549,JP-12
