,ScalingFactorS,LoadScalingFactor,electricEnergyKwh,naturalGasEnergyKwh,districtHeatingEnergyKwh,volumeFlowMainVentilatorM3H,PowerDemandMainVentilator,TemperatureBeforeMainVentilator,TemperatureAfterMainVentilator,volumeFlowRegenerationVentilatorM3H,PowerDemandRegenerationVentilator,TemperatureRegenerationHeater,HeatFlowRegenerationHeater,HeatFlowPreCooler/Heater-amb-1,TemperaturePreCooler-amb-1,HeatFlowPreCooler-3-4,TemperaturePreCooler-3-4,HeatFlowPreHeater-5-In,TemperaturePreHeater-5-In,FluidTemperatureInHeatRecoveryUnit,TemperatureInPurgeAir,DewPointTemperatureDryRoom,TemperatureDryRoom,DryRoomHeatLoad,DryRoomMoistureLoad,OutsideRelativeHumidity,OutsideTemperatureDegrees,Preheating,locationVariant
164,4.0,1.0,2155442.8,1755641.5,875358.1,12.251667,30765.057,297.5319,298.13766,3.6704,5655.4624,397.73502,283560.3,7358.597,289.36942,-40.0,295.78644,123482.234,313.33188,344.97675,310.40744,14.182235,304.70004,8095.0,0.0013888889,0.7090558214286213,18.62063036722842,110.519226,BA-15
165,5.0,1.0,2693985.2,2128113.0,1145615.1,15.314584,38436.645,297.45413,298.05942,4.588,7058.2134,397.73502,343734.94,9198.796,290.1902,-50.0,296.2896,158768.78,313.22775,345.7643,310.6848,14.14157,304.52078,10118.75,0.0013888889,0.7090558234898306,18.620630253975662,138.1288,BA-16
166,6.0,1.0,3232693.2,2482664.5,1417465.2,18.3775,46116.523,297.40033,298.00528,5.5056,8460.534,397.73505,408638.16,11038.129,290.8324,-60.0,296.6725,194029.11,313.8235,346.31726,310.96042,14.114404,304.3985,12142.5,0.0013888889,0.7090558238541614,18.62063029914183,165.78024,BA-17
167,7.0,1.0,3773468.0,2826009.8,1689618.5,21.440416,53799.727,297.3629,297.96762,6.4232,9875.94,397.73502,474693.56,12877.207,291.33414,-70.0,296.97626,229823.38,313.81665,346.72617,311.19705,14.094973,304.31265,14166.25,0.0013888889,0.7090558271912656,18.62063020547985,193.37863,BA-18
168,8.0,1.0,4314205.5,3161566.0,1961582.1,24.503334,61487.125,297.3536,298.0134,7.3408,11327.822,397.73502,540736.6,14716.319,291.7256,-80.0,297.2241,265600.0,313.5488,347.0409,311.38922,14.080395,304.29095,16190.0,0.0013888889,0.7090558289131323,18.62063020556675,221.04666,BA-19
169,9.0,1.0,4854747.0,3491189.2,2233108.0,27.56625,69179.805,297.46713,298.12625,8.2584,12784.57,397.73502,606770.8,16553.904,292.03036,-90.0,297.42984,298800.0,313.28552,347.2904,311.54333,14.069043,304.4331,18213.75,0.0013888889,0.7090558334688003,18.62063012480438,248.67192,BA-20
170,0.5,2.0,274026.94,276552.1,11949.954,1.5314584,3921.9119,298.90826,299.52255,0.4588,710.0639,397.73575,62954.67,919.92883,284.2843,-5.0,294.00137,9057.52,315.59372,337.80365,309.76852,14.696616,307.57037,2023.75,0.00092623284,0.7090558423779914,18.620629860106558,13.7966795,BA-21
171,1.0,2.0,535499.44,530828.56,80747.58,3.0629168,7755.98,298.5066,299.11948,0.9176,1407.1877,397.73575,85060.27,1840.0085,285.29678,-10.0,294.10568,19035.887,315.00284,342.1593,309.78653,14.699089,306.98734,4047.5,0.0013888889,0.7090558197010496,18.62063039147871,27.63128,BA-22
172,2.0,2.0,1072178.6,998148.06,297732.25,6.1258335,15440.83,298.16586,298.77277,1.8352,2785.0867,397.735,159355.03,3681.0278,286.99335,-20.0,294.7932,48363.797,313.98337,343.0163,310.21597,14.384185,305.94608,8095.0,0.0013888889,0.7090558190064834,18.620630278284327,55.289837,BA-23
173,3.0,2.0,1612796.6,1402074.9,546296.44,9.18875,23104.07,297.98477,298.58966,2.7528,4157.511,397.735,223978.62,5521.027,288.32306,-30.0,295.62906,81153.11,313.5272,343.77176,310.17844,14.249809,305.45828,12142.5,0.0013888889,0.7090558255016067,18.62063022866474,82.92157,BA-24
174,4.0,2.0,2152747.8,1776852.6,801495.6,12.251667,30763.941,297.87103,298.475,3.6704,5559.979,397.73502,284957.22,7361.75,289.36942,-40.0,296.26022,115458.94,313.33215,344.97717,310.3536,14.182238,305.18164,16190.0,0.0013888889,0.7090558239307284,18.62063029915864,110.55195,BA-25
175,5.0,2.0,2692657.0,2136481.8,1057819.0,15.314584,38438.047,297.79553,298.39902,4.588,6990.601,397.73502,343888.22,9199.247,290.1902,-50.0,296.8099,150147.16,313.2278,345.76434,310.6317,14.141571,305.00546,20237.5,0.0013888889,0.7090558244910301,18.620630240589314,138.19069,BA-26
176,6.0,2.0,3232097.0,2485791.8,1313978.5,18.3775,46116.656,297.78857,298.44806,5.5056,8429.806,397.73505,408636.97,11038.192,290.8324,-60.0,297.2327,184494.81,313.8236,346.31714,310.9058,14.114406,304.96573,24285.0,0.0013888889,0.709055822526018,18.620630316135433,165.80339,BA-27
177,7.0,2.0,3773250.0,2827142.0,1569663.6,21.440416,53799.78,297.96124,298.61966,6.4232,9875.939,397.73502,474694.0,12877.926,291.3342,-70.0,297.5713,219008.67,313.81683,346.72604,311.1384,14.094974,305.17822,28332.5,0.0013888889,0.7090558261669908,18.620630235650715,193.40317,BA-28
178,8.0,2.0,4314164.5,3161967.5,1824805.1,24.503334,61487.27,298.1098,298.76736,7.3408,11327.822,397.73502,540737.25,14714.357,291.7256,-80.0,297.84906,253292.14,313.549,347.04083,311.32312,14.080396,305.36462,32380.0,0.0013888889,0.7090558281220416,18.62063021026668,221.01605,BA-29
179,9.0,2.0,4854808.5,3491311.2,2079396.8,27.56625,69179.98,298.23892,298.89578,8.2584,12784.571,397.73502,606772.06,16554.531,292.03036,-90.0,298.081,287367.3,313.28577,347.2903,311.47015,14.069044,305.52887,36427.5,0.0013888889,0.7090558292713771,18.620630191461316,248.62473,BA-30
180,0.5,0.5,270281.03,225140.34,45076.383,1.5314584,3913.893,298.5634,299.15567,0.4588,739.5018,397.73502,62956.66,0.0,284.33337,-5.0,293.9685,9996.786,315.22562,333.15,309.83987,14.139317,306.09592,505.9375,0.00022310077,0.6795496035164498,18.448447324031942,0.0,SY-1
181,1.0,0.5,535368.25,433363.5,148842.95,3.0629168,7744.6855,298.1864,298.77835,0.9176,1469.9285,397.73502,75257.96,0.0,285.397,-10.0,294.0519,25498.516,314.64325,338.37408,310.2863,14.14189,305.5482,1011.875,0.00044620153,0.6795496074542339,18.448447232305018,0.0,SY-2
182,2.0,0.5,1067859.8,836247.94,402593.47,6.1258335,15413.482,297.76062,298.35345,1.8352,2917.4905,397.73502,140670.5,0.0,287.19873,-20.0,294.52756,60361.75,313.81128,343.1806,310.34064,14.143178,304.9382,2023.75,0.00089240307,0.6795495988921186,18.44844739841419,0.0,SY-3
183,3.0,0.5,1599088.0,1234290.0,672287.94,9.18875,23094.266,297.53302,298.12653,2.7528,4360.491,397.73502,206392.55,0.0,288.62933,-30.0,295.17065,95971.17,313.45276,345.0806,310.26074,14.143612,304.61356,3035.625,0.0013386046,0.6795496006614895,18.448447377260873,0.0,SY-4
184,4.0,0.5,2127980.5,1630056.4,946849.1,12.251667,30794.08,297.39014,297.9841,3.6704,5802.0957,397.73502,272161.66,0.0,289.77148,-40.0,295.64572,131614.94,313.39343,346.15482,310.42435,14.143832,304.41003,4047.5,0.0013888889,0.6795496000943374,18.448447372463427,0.0,SY-5
185,5.0,0.5,2656668.8,2019546.2,1224117.0,15.314584,38502.34,297.2951,297.8893,4.588,7243.1,397.73502,337799.4,0.0,290.67886,-50.0,296.02597,166000.0,313.4693,346.8438,310.6907,14.141581,304.26935,5059.375,0.0013888889,0.6795496014517578,18.448447363500136,0.0,SY-6
186,6.0,0.5,3185170.5,2399794.0,1503125.1,18.3775,46217.875,297.24002,297.83395,5.5056,8683.712,397.73502,403356.7,0.0,291.3991,-60.0,296.38828,199200.0,314.139,347.32104,310.96597,14.114413,304.14536,6071.25,0.0013888889,0.6795496003481123,18.44844739427724,0.0,SY-7
187,7.0,0.5,3715817.5,2768301.5,1783381.0,21.440416,53938.41,297.20132,297.79504,6.4232,10124.258,397.73502,468726.8,0.0,291.96887,-70.0,296.67438,232400.0,314.04666,347.67447,311.20377,14.09498,304.05774,7083.125,0.0013888889,0.6795496017390684,18.448447312123374,0.0,SY-8
188,8.0,0.5,4246609.5,3124020.5,2064509.8,24.503334,61663.0,297.17435,297.76788,7.3408,11564.637,397.73502,533903.5,0.0,292.41937,-80.0,296.90707,265600.0,313.66525,347.94635,311.39853,14.080402,303.99496,8095.0,0.0013888889,0.6795496036161682,18.44844732199561,0.0,SY-9
189,9.0,0.5,4777442.0,3468796.8,2346036.8,27.56625,69390.54,297.15598,297.7494,8.2584,13004.925,397.73502,599066.75,0.0,292.77484,-90.0,297.09937,298800.0,313.34433,348.16248,311.55603,14.069049,303.94986,9106.875,0.0013888889,0.6795496008100199,18.448447385029596,0.0,SY-10
190,0.5,1.0,268961.62,249545.42,30249.004,1.5314584,3915.1775,298.6843,299.27914,0.4588,727.64874,397.735,62954.977,0.0,284.33337,-5.0,293.98148,9306.052,315.32953,337.75262,309.8185,14.304358,306.54752,1011.875,0.00044620153,0.6795496070664665,18.448447266314492,0.0,SY-11
191,1.0,1.0,532487.0,479769.22,123966.55,3.0629168,7747.83,298.29996,298.89423,0.9176,1444.6772,397.735,76627.984,0.0,285.397,-10.0,294.071,23008.48,314.74655,341.91147,310.1731,14.3069,305.98932,2023.75,0.00089240307,0.6795496047048749,18.448447275634965,0.0,SY-12
192,2.0,1.0,1062132.4,924136.56,362949.7,6.1258335,15420.743,297.86563,298.46066,1.8352,2864.1926,397.735,147843.05,0.0,287.19897,-20.0,294.51074,56486.38,313.91455,344.8577,310.25427,14.308172,305.36685,4047.5,0.0013888889,0.6795496020347735,18.448447378946234,0.0,SY-13
193,3.0,1.0,1591647.4,1351316.1,622533.3,9.18875,23097.152,297.6581,298.25266,2.7528,4278.696,397.735,210935.53,0.0,288.63083,-30.0,295.2209,90899.31,313.51917,345.12524,310.20444,14.249826,304.9682,6071.25,0.0013888889,0.6795496016889052,18.44844736908718,0.0,SY-14
194,4.0,1.0,2120511.2,1751843.5,891393.44,12.251667,30794.977,297.54294,298.13663,3.6704,5691.649,397.73502,273032.06,0.0,289.7717,-40.0,295.7828,125433.93,313.41745,346.16556,310.3875,14.18225,304.68985,8095.0,0.0013888889,0.6795496011820856,18.448447352891904,0.0,SY-15
195,5.0,1.0,2650092.5,2127096.0,1164663.0,15.314584,38502.56,297.46518,298.05844,4.588,7103.936,397.73502,338299.28,0.0,290.67886,-50.0,296.28522,160362.95,313.46933,346.84485,310.6643,14.141582,304.5107,10118.75,0.0013888889,0.6795496018282872,18.448447368413817,0.0,SY-16
196,6.0,1.0,3179834.8,2484817.8,1439583.1,18.3775,46217.445,297.4114,298.0044,5.5056,8515.869,397.73502,403524.6,0.0,291.3991,-60.0,296.66727,195680.34,314.13907,347.32208,310.94003,14.114414,304.38855,12142.5,0.0013888889,0.6795496005842009,18.448447381450524,0.0,SY-17
197,7.0,1.0,3711708.0,2830463.2,1714971.9,21.440416,53937.633,297.37405,297.96683,6.4232,9927.602,397.73502,468720.25,0.0,291.96887,-70.0,296.97076,231189.28,314.04672,347.6754,311.17545,14.094981,304.30283,14166.25,0.0013888889,0.6795496024298703,18.448447309426676,0.0,SY-18
198,8.0,1.0,4243540.0,3167625.0,1990236.6,24.503334,61661.94,297.35745,298.00443,7.3408,11339.142,397.73502,533895.6,0.0,292.41937,-80.0,297.21814,265600.0,313.6651,347.94717,311.36737,14.080402,304.26886,16190.0,0.0013888889,0.679549603805862,18.44844731956146,0.0,SY-19
199,9.0,1.0,4775200.5,3498462.5,2265127.5,27.56625,69389.71,297.4709,298.1172,8.2584,12753.376,397.73502,599057.94,0.0,292.77484,-90.0,297.42352,298800.0,313.34445,348.16306,311.52182,14.06905,304.41086,18213.75,0.0013888889,0.679549600089024,18.448447405504595,0.0,SY-20
200,0.5,2.0,269370.47,275191.28,14363.531,1.5314584,3917.9094,298.937,299.53702,0.4588,714.24915,397.73502,62951.727,0.0,284.33337,-5.0,294.0087,8631.042,315.53687,340.70337,309.769,14.629859,307.46756,2023.75,0.00089240307,0.6795495796049409,18.448447755159982,0.0,SY-21
201,1.0,2.0,527015.9,528386.56,86343.52,3.0629168,7751.733,298.53845,299.13742,0.9176,1416.2279,397.735,82757.11,0.0,285.397,-10.0,294.1126,19328.908,314.95273,344.89642,309.7729,14.632342,306.88916,4047.5,0.0013888889,0.6795496408419931,18.448447007567836,0.0,SY-22
202,2.0,2.0,1054930.1,995465.1,306877.0,6.1258335,15427.949,298.17703,298.77158,1.8352,2804.2566,397.735,153438.02,0.0,287.19907,-20.0,294.7906,50340.242,313.96323,345.28705,310.18936,14.384214,305.93546,8095.0,0.0013888889,0.6795496015617796,18.44844746773328,0.0,SY-23
203,3.0,2.0,1586477.9,1402543.4,558139.56,9.18875,23097.023,297.99573,298.58835,2.7528,4186.7627,397.735,216615.7,0.0,288.63083,-30.0,295.6251,83466.09,313.52005,345.1257,310.1565,14.24983,305.44763,12142.5,0.0013888889,0.6795496019725651,18.448447354467934,0.0,SY-24
204,4.0,2.0,2117449.5,1779425.5,816450.2,12.251667,30794.332,297.88208,298.47385,3.6704,5567.4995,397.73502,275468.44,0.0,289.77167,-40.0,296.25638,117916.0,313.4177,346.16617,310.33356,14.182253,305.1712,16190.0,0.0013888889,0.6795496013699974,18.4484473409757,0.0,SY-25
205,5.0,2.0,2648424.5,2140305.0,1076071.0,15.314584,38501.215,297.80658,298.39792,4.588,6973.562,397.73502,338294.03,0.0,290.67886,-50.0,296.80527,152178.06,313.4694,346.8452,310.6114,14.141583,304.99515,20237.5,0.0013888889,0.6795496017702098,18.44844736974924,0.0,SY-26
206,6.0,2.0,3178998.0,2490637.2,1335611.1,18.3775,46215.5,297.7927,298.43912,5.5056,8409.226,397.73502,403518.94,0.0,291.39908,-60.0,297.22742,186290.97,314.13916,347.32214,310.88525,14.114415,304.94363,24285.0,0.0013888889,0.6795496006070949,18.448447380190913,0.0,SY-27
207,7.0,2.0,3711316.2,2832909.5,1594715.4,21.440416,53935.273,297.96524,298.61053,6.4232,9851.816,397.73502,468715.66,0.0,291.96887,-70.0,297.5655,220300.45,314.0469,347.6752,311.1162,14.094982,305.15588,28332.5,0.0013888889,0.6795496024967748,18.4484473083276,0.0,SY-28
208,8.0,2.0,4243379.0,3168647.8,1853287.0,24.503334,61659.355,298.11377,298.75815,7.3408,11300.163,397.73502,533892.06,0.0,292.41937,-80.0,297.84286,254231.47,313.6653,347.94705,311.30176,14.080403,305.34216,32380.0,0.0013888889,0.679549603710155,18.448447320652285,0.0,SY-29
209,9.0,2.0,4775191.5,3498904.5,2111306.5,27.56625,69387.14,298.2427,298.88632,8.2584,12753.367,397.73502,599055.4,0.0,292.77484,-90.0,298.07437,288092.44,313.34467,348.1629,311.44882,14.069051,305.50607,36427.5,0.0013888889,0.6795496021578976,18.44844735979611,0.0,SY-30
210,0.5,0.5,375749.6,218545.8,22373.326,1.5314584,3913.7834,298.56403,299.1572,0.4588,734.5661,397.73502,62963.887,0.0,284.23438,-5.0,293.96884,8636.125,315.23273,333.15,309.82785,14.136452,306.094,505.9375,0.00026853313,0.7108385486404681,26.76171956877675,0.0,DH-1
211,1.0,0.5,745991.56,417357.3,114637.17,3.0629168,7743.4062,298.1868,298.77957,0.9176,1458.6505,397.735,73304.64,0.0,285.194,-10.0,294.0522,21466.25,314.6386,337.76434,310.2982,14.139025,305.54587,1011.875,0.00053706625,0.7108385632476889,26.761719344022055,0.0,DH-2
212,2.0,0.5,1489069.8,799150.6,355031.84,6.1258335,15408.6045,297.7612,298.35486,1.8352,2893.7017,397.73502,135579.38,0.0,286.78046,-20.0,294.5349,48424.676,313.7919,342.61923,310.34784,14.140313,304.9361,2023.75,0.0010741325,0.710838563014414,26.761719378878247,0.0,DH-3
213,3.0,0.5,2230925.0,1174883.6,614678.25,9.18875,23095.61,297.5335,298.12784,2.7528,4324.034,397.73502,197476.22,0.0,288.00577,-30.0,295.17822,78892.336,313.48532,344.91003,310.26328,14.140748,304.61133,3035.625,0.0013888889,0.7108385626552299,26.761719394711672,0.0,DH-4
214,4.0,0.5,2971019.5,1540131.0,881698.56,12.251667,30787.062,297.3906,297.98538,3.6704,5753.0103,397.73502,259691.75,0.0,288.95416,-40.0,295.6536,109606.28,313.4332,346.20642,310.4273,14.140967,304.40778,4047.5,0.0013888889,0.7108385612355509,26.76171939869672,0.0,DH-5
215,5.0,0.5,3711449.5,1888816.0,1153044.4,15.314584,38485.96,297.29422,297.8893,4.588,7181.2505,397.73502,322026.5,0.0,289.68637,-50.0,296.0263,140893.08,313.46198,347.04266,310.69266,14.141102,304.26996,5059.375,0.0013888889,0.7108385610056623,26.76171940714025,0.0,DH-6
216,6.0,0.5,4452193.0,2216822.2,1427258.1,18.3775,46190.027,297.2392,297.834,5.5056,8609.127,397.73502,384367.75,0.0,290.24942,-60.0,296.38867,171754.39,314.19934,347.6299,310.9673,14.1144085,304.1461,6071.25,0.0013888889,0.7108385632158793,26.761719397643947,0.0,DH-7
217,7.0,0.5,5195279.5,2527321.5,1702914.4,21.440416,53897.715,297.2005,297.7951,6.4232,10036.738,397.73502,446684.4,0.0,290.68222,-70.0,296.6748,203403.0,314.18365,348.06445,311.20566,14.094976,304.05847,7083.125,0.0013888889,0.7108385629914434,26.761719374074996,0.0,DH-8
218,8.0,0.5,5938443.0,2825269.5,1979024.6,24.503334,61608.418,297.1735,297.7679,7.3408,11464.099,397.73505,508976.03,0.0,291.01434,-80.0,296.9075,235001.73,313.7967,348.39902,311.401,14.080399,303.99564,8095.0,0.0013888889,0.7108385642124333,26.761719353402132,0.0,DH-9
219,9.0,0.5,6681593.0,3114303.2,2255194.8,27.56625,69320.97,297.1551,297.74936,8.2584,12891.692,397.73502,571247.2,0.0,291.26904,-90.0,297.09982,266330.88,313.68195,348.6644,311.55875,14.069046,303.95044,9106.875,0.0013888889,0.7108385635168839,26.761719382685698,0.0,DH-10
220,0.5,1.0,376521.72,245008.23,11208.358,1.5314584,3914.6895,298.68546,299.2811,0.4588,722.4172,397.73502,62962.293,0.0,284.23438,-5.0,293.98203,7862.575,315.3348,336.86002,309.81464,14.29868,306.54147,1011.875,0.00053706625,0.7108385412178291,26.761719741904102,0.0,DH-11
221,1.0,1.0,742143.9,467586.66,87705.11,3.0629168,7748.1216,298.30118,298.8962,0.9176,1433.5149,397.73502,75025.234,0.0,285.194,-10.0,294.07153,19914.676,314.7402,341.21957,310.192,14.301223,305.98334,2023.75,0.0010741325,0.7108385653138931,26.7617194210641,0.0,DH-12
222,2.0,1.0,1481975.0,889351.4,313339.94,6.1258335,15414.058,297.86707,298.46292,1.8352,2840.7043,397.735,143706.95,0.0,286.78082,-20.0,294.51382,43676.02,313.8934,343.89096,310.2646,14.302496,305.3612,4047.5,0.0013888889,0.7108385627832301,26.761719435860797,0.0,DH-13
223,3.0,1.0,2223685.8,1271070.0,567832.56,9.18875,23095.984,297.65738,298.2528,2.7528,4242.805,397.735,206935.1,0.0,288.0066,-30.0,295.22128,75131.59,313.5482,344.92484,310.20734,14.249817,304.96906,6071.25,0.0013888889,0.7108385622171774,26.761719413641508,0.0,DH-14
224,4.0,1.0,2965395.5,1613207.1,833265.5,12.251667,30787.764,297.54214,298.13675,3.6704,5643.2764,397.73502,262378.66,0.0,288.95456,-40.0,295.78317,106271.2,313.459,346.20758,310.38943,14.182243,304.69064,8095.0,0.0013888889,0.7108385631586391,26.76171934207893,0.0,DH-15
225,5.0,1.0,3707654.0,1933215.8,1101917.9,15.314584,38486.48,297.46442,298.05856,4.588,7042.9883,397.73502,322939.25,0.0,289.68637,-50.0,296.28558,136901.12,313.4622,347.04385,310.66666,14.141576,304.5115,10118.75,0.0013888889,0.7108385602682478,26.761719428365783,0.0,DH-16
226,6.0,1.0,4449783.5,2240676.5,1371246.2,18.3775,46190.246,297.4106,298.0045,5.5056,8442.378,397.73502,385095.9,0.0,290.24942,-60.0,296.66766,167054.14,314.1994,347.63074,310.9414,14.1144085,304.3893,12142.5,0.0013888889,0.7108385625455028,26.761719408785826,0.0,DH-17
227,7.0,1.0,5193825.0,2539321.8,1640458.8,21.440416,53897.887,297.37323,297.96686,6.4232,9841.481,397.73502,447221.06,0.0,290.68222,-70.0,296.9712,197966.77,314.18375,348.06497,311.1774,14.094976,304.3035,14166.25,0.0013888889,0.7108385631083288,26.761719371726446,0.0,DH-18
228,8.0,1.0,5937596.5,2831092.2,1909265.8,24.503334,61608.473,297.35715,298.00528,7.3408,11253.137,397.73505,509322.0,0.0,291.01434,-80.0,297.21875,228787.48,313.7968,348.39926,311.3697,14.080399,304.27087,16190.0,0.0013888889,0.7108385644118463,26.76171935026788,0.0,DH-19
229,9.0,1.0,6681160.0,3117199.8,2177573.8,27.56625,69321.11,297.47046,298.1179,8.2584,12700.069,397.73502,571407.0,0.0,291.26904,-90.0,297.42398,259343.06,313.68195,348.66443,311.5244,14.069046,304.41266,18213.75,0.0013888889,0.7108385637139492,26.76171937947988,0.0,DH-20
230,0.5,2.0,380345.38,267640.12,3559.9302,1.5314584,3915.7107,298.93988,299.54056,0.4588,709.08685,397.73502,62959.08,0.0,284.23438,-5.0,294.0099,5979.097,315.5386,338.8903,309.76303,14.6187105,307.45435,2023.75,0.0010741325,0.7108385593785663,26.761719495223065,0.0,DH-21
231,1.0,2.0,735390.7,510548.62,50209.29,3.0629168,7753.8916,298.5413,299.14093,0.9176,1405.2438,397.735,81341.01,0.0,285.194,-10.0,294.11365,17219.713,314.94287,343.25366,309.79114,14.621196,306.87582,4047.5,0.0013888889,0.7108385841543688,26.76171922289181,0.0,DH-22
232,2.0,2.0,1476476.4,933246.3,264374.22,6.1258335,15414.45,298.17633,298.7718,1.8352,2781.2334,397.735,149024.89,0.0,286.78204,-20.0,294.79095,40461.645,313.9455,343.89285,310.19882,14.3842,305.9364,8095.0,0.0013888889,0.7108385630079562,26.761719364724794,0.0,DH-23
233,3.0,2.0,2221252.0,1286975.8,511414.47,9.18875,23096.14,297.9951,298.58862,2.7528,4151.6265,397.735,208959.27,0.0,288.0066,-30.0,295.62552,70475.22,313.54843,344.9252,310.15973,14.24982,305.44864,12142.5,0.0013888889,0.7108385613681427,26.761719417261276,0.0,DH-24
234,4.0,2.0,2964526.8,1617701.6,763352.44,12.251667,30787.875,297.8813,298.47397,3.6704,5523.9927,397.73502,264746.47,0.0,288.95456,-40.0,296.2567,100065.164,313.45926,346.2077,310.3352,14.182245,305.17203,16190.0,0.0013888889,0.7108385621143395,26.76171935966579,0.0,DH-25
235,5.0,2.0,3707404.5,1934494.4,1016059.44,15.314584,38486.656,297.8058,298.39798,4.588,6945.0566,397.73502,322935.56,0.0,289.68637,-50.0,296.80566,129134.36,313.46225,347.04376,310.61304,14.141578,304.99588,20237.5,0.0013888889,0.7108385602456654,26.761719428598106,0.0,DH-26
236,6.0,2.0,4449767.5,2241013.2,1268656.9,18.3775,46190.53,297.7923,298.43988,5.5056,8374.61,397.73502,385095.56,0.0,290.24942,-60.0,297.22784,157727.72,314.1995,347.6307,310.8869,14.11441,304.9455,24285.0,0.0013888889,0.710838562554142,26.761719408375203,0.0,DH-27
237,7.0,2.0,5193852.0,2539395.0,1520877.9,21.440416,53898.184,297.9648,298.61127,6.4232,9811.026,397.73502,447221.22,0.0,290.68222,-70.0,297.56595,187094.95,314.18393,348.0649,311.11844,14.094978,305.1577,28332.5,0.0013888889,0.7108385630854361,26.76171937244383,0.0,DH-28
238,8.0,2.0,5937692.0,2831105.2,1772625.6,24.503334,61608.86,298.11334,298.75888,7.3408,11253.136,397.73505,509322.34,0.0,291.01434,-80.0,297.84332,216354.88,313.79703,348.39917,311.304,14.0803995,305.34402,32380.0,0.0013888889,0.7108385644186929,26.76171935027012,0.0,DH-29
239,9.0,2.0,6681245.5,3117202.8,2023868.8,27.56625,69321.51,298.24228,298.88705,8.2584,12700.068,397.73502,571407.7,0.0,291.269,-90.0,298.07486,245357.61,313.682,348.66434,311.45078,14.069047,305.5079,36427.5,0.0013888889,0.7108385637174888,26.761719379353828,0.0,DH-30
240,0.5,0.5,249456.84,222395.06,87658.89,1.5314584,3934.0312,295.82513,296.50687,0.4588,761.2749,397.73502,63093.527,9316.753,283.15,-5.0,293.4893,16600.0,312.938,333.15,309.89746,14.006445,303.6923,505.9375,0.00024647958,0.5155497202295575,13.199897323009347,7394.799,BJ-1
241,1.0,0.5,493717.3,429216.03,229788.56,3.0629168,7780.6807,295.32883,296.0083,0.9176,1515.0035,397.73502,93068.586,18642.246,283.15,-10.0,293.4313,33200.0,311.7919,336.0756,310.20206,14.009037,302.97858,1011.875,0.00049295917,0.5155497210488015,13.199897689252431,14789.818,BJ-2
242,2.0,0.5,979047.2,830432.4,547141.2,6.1258335,15503.689,294.72507,295.404,1.8352,3010.5146,397.73502,172269.48,37360.87,283.15,-20.0,293.3559,66400.0,311.2424,341.02527,310.40344,14.010336,302.11832,2023.75,0.0009859183,0.5155497186517937,13.199897378423572,29611.586,BJ-3
243,3.0,0.5,1458261.2,1227207.4,870750.4,9.18875,23259.645,294.3595,295.03854,2.7528,4501.9204,397.73502,246920.7,56102.797,283.15,-30.0,293.30374,99600.0,310.79498,343.21625,310.51965,14.010775,301.599,3035.625,0.0013888889,0.5155497314353967,13.199896812260457,44454.855,BJ-4
244,4.0,0.5,1934063.9,1621157.1,1196980.8,12.251667,31022.146,294.10364,294.78287,3.6704,5992.1055,397.73505,320220.44,74863.28,283.15,-40.0,293.26358,132800.0,310.44614,344.4562,310.65167,14.010996,301.23587,4047.5,0.0013888889,0.51554974914066,13.199896424384384,59301.844,BJ-5
245,5.0,0.5,2409178.0,2010449.2,1524796.6,15.314584,38788.016,293.9116,294.591,4.588,7481.7417,397.73502,393405.03,93621.76,283.15,-50.0,293.2319,166000.0,311.20184,345.24442,310.81442,14.011131,300.96347,5059.375,0.0013888889,0.5155497230565685,13.19989697319395,74151.86,BJ-6
246,6.0,0.5,2883809.2,2393682.0,1853598.1,18.3775,46555.824,293.76187,294.44144,5.5056,8971.092,397.73502,466891.88,112381.984,283.15,-60.0,293.2071,199200.0,310.71585,345.79846,310.9925,14.011218,300.75116,6071.25,0.0013888889,0.5155497147930028,13.19989757876327,89002.67,BJ-7
247,7.0,0.5,3360370.0,2770107.8,2183062.8,21.440416,54324.832,293.64175,294.32144,6.4232,10460.272,397.73502,540762.44,131141.84,283.15,-70.0,293.18802,232400.0,310.33453,346.20874,311.16757,14.011279,300.58084,7083.125,0.0013888889,0.5155497078046734,13.199897457164624,103849.78,BJ-8
248,8.0,0.5,3836836.0,3140490.8,2512878.2,24.503334,62094.594,293.54337,294.22314,7.3408,11949.337,397.73502,614975.56,149898.89,283.15,-80.0,293.1738,265600.0,310.16962,346.52466,311.33136,14.011334,300.4413,8095.0,0.0013888889,0.5155497558974502,13.199896663804417,118701.26,BJ-9
249,9.0,0.5,4313241.0,3505846.0,2842845.8,27.56625,69865.11,293.4614,294.2471,8.2584,13438.34,397.73505,689457.25,168661.56,283.15,-90.0,293.16373,298800.0,310.09995,346.77527,311.47855,14.011373,300.32513,9106.875,0.0013888889,0.5155497034994002,13.199897492121698,133550.03,BJ-10
250,0.5,1.0,248817.89,243573.61,75024.26,1.5314584,3933.379,295.96753,296.64926,0.4588,752.0773,397.73502,63093.293,9318.474,283.15,-5.0,293.51175,16600.0,312.93555,336.68228,309.8573,14.040114,303.9506,1011.875,0.00049295917,0.5155497098659609,13.199897509830828,7395.322,BJ-11
